,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0,0.501497,0.9205353,0.88616294,0.8425685,0.85525614,0.8312924,0.8554359,0.95414084,0.9509926,0.98934114,0.9807266,0.9565408,0.9592505,1.0231419,1.0043677,1.0092059,1.0323517,0.9199867,0.9515699,0.9274799,0.9698015,0.9990384,0.99517566,0.95388913,0.9611957,0.9773698,0.9497244,0.98449236,0.96388614,0.99649745,0.9793898,0.96030384,0.9853417,0.9897588,0.99703884,0.91888684,0.97329485,0.93846637
1,0.9205353,0.5805167,0.6385866,0.9476796,0.86303276,0.87222284,0.88108236,0.82577455,0.8944176,0.9021664,0.92535573,0.89813685,0.8692703,0.89892936,0.8917499,0.9645092,0.98082024,1.0233371,0.9845511,0.9733541,0.98940736,0.9471265,0.9836316,0.97866595,1.0156716,0.9946113,1.0296752,0.97790664,1.0393587,0.9765273,0.9782644,0.9630438,1.0095311,1.0000832,0.9935547,0.928348,0.98204416,0.97330904
2,0.88616294,0.6385866,0.4869261,0.891367,0.8406396,0.86605585,0.8654456,0.83335996,0.84367996,0.9733745,0.9372055,0.9216666,0.9234673,0.95982933,0.9356432,0.9896278,1.0059811,0.9606092,0.9143235,0.93712693,0.9775193,0.9105509,1.0076467,0.97182673,1.0074031,1.00563,1.0309886,0.9757576,1.0292678,0.976766,0.9755914,0.95980316,1.0253824,1.0029206,1.0144048,0.969524,0.9722548,0.95881766
3,0.8425685,0.9476796,0.891367,0.35557446,0.7837623,0.777586,0.8725649,0.93812287,0.9281774,0.9972305,0.9682138,1.0114712,1.0011439,1.0329622,0.9803809,1.050962,1.0954186,0.93724614,0.95032126,0.97292495,0.9104999,0.9540557,0.96755385,1.0380919,1.0149366,1.0442106,0.9933311,1.0400895,1.0417931,1.0693879,1.026344,1.0039321,0.9817585,0.957961,1.0240967,0.9726176,1.0006592,0.9610204
4,0.85525614,0.86303276,0.8406396,0.7837623,0.22301339,0.8061979,0.9210768,0.88403803,0.89294946,0.95075,0.9653497,0.9246956,0.9358844,0.9842625,0.9671913,1.0662167,1.0757989,0.9018924,0.8815947,0.9083441,0.9476229,0.8784214,0.9721865,1.0045794,1.0113232,1.0416812,0.9875974,1.0135897,1.0266776,1.0344872,1.0093496,0.9695721,1.0578978,1.0201775,1.0031762,1.0036513,0.98665154,0.9783917
5,0.8312924,0.87222284,0.86605585,0.777586,0.8061979,0.44906098,0.5724822,0.96716195,0.99473387,1.0371113,1.0301553,1.0570171,1.0335145,1.0572902,1.0275648,1.1156844,1.1357127,0.89513195,0.97301537,0.9625329,0.98684514,0.9482234,1.0055043,1.0159293,0.99879664,1.0226531,0.9901419,1.0307453,1.0060276,0.99674773,0.9989284,0.9777495,1.0260582,0.9971152,1.0312753,0.97608125,1.0143077,0.9800723
6,0.8554359,0.88108236,0.8654456,0.8725649,0.9210768,0.5724822,0.5277701,0.97431487,0.9978032,1.0212743,1.0411421,1.0452693,1.0093614,1.0457652,1.01686,1.065111,1.0823939,0.93853897,0.9793472,0.97787255,0.9759416,0.9636945,0.98881924,0.9982783,1.012509,1.015464,1.0004746,1.0146197,1.0107114,0.99990064,1.0022105,0.9922468,0.9928468,0.9729281,1.0006454,0.9603811,0.9811519,0.9643863
7,0.95414084,0.82577455,0.83335996,0.93812287,0.88403803,0.96716195,0.97431487,0.5034949,0.6456683,0.6355921,0.7154079,0.69128305,0.70413166,0.64234805,0.62947524,1.010251,1.0062932,0.96702313,0.93786573,0.93797064,0.95485044,0.9143826,1.0065483,1.004114,0.99624366,1.0157813,1.0160029,1.0179056,1.0651,1.022508,1.0069306,0.9773297,1.04442,1.0132998,1.0016612,1.0002794,0.9781738,0.98798406
8,0.9509926,0.8944176,0.84367996,0.9281774,0.89294946,0.99473387,0.9978032,0.6456683,0.48242858,0.7047924,0.69397324,0.6838393,0.780123,0.7256243,0.7097552,0.9913374,0.98617166,0.99287033,0.9486656,0.9618666,0.9790154,0.9290781,1.0035195,1.0040103,0.98139554,1.0191804,1.0142788,1.0154055,1.0352767,1.0268197,1.0374222,1.022205,1.0089277,0.99031615,0.98063326,1.0048003,0.98111475,1.001565
9,0.98934114,0.9021664,0.9733745,0.9972305,0.95075,1.0371113,1.0212743,0.6355921,0.7047924,0.49123123,0.6617631,0.66757375,0.61210924,0.5903758,0.5700411,1.0356215,1.0130666,0.9909185,0.9505618,0.9449513,0.96130407,0.92388564,0.96984476,0.98096627,0.97335243,0.9776194,0.99997467,0.98833716,1.0265889,0.9827082,0.97177786,0.9428282,1.0151453,0.99519753,1.0058287,0.9850736,0.96050704,1.0154601
