,0,1,2,3,4,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0,0.034667958,0.08286243,0.08315336,0.09017679,0.082867384,0.07177125,0.0754212,0.07229682,0.07750001,0.07499628,0.07311888,0.075329445,0.070622355,0.0878348,0.091465354,0.076806165,0.067543864,0.06881598,0.07175027,0.071848385,0.07114162,0.0661262,0.066357754,0.06787239,0.07663268,0.06545866,0.073670916,0.06456653,0.06826923,0.0704574,0.07826754,0.075865276,0.0730093,0.0765307,0.075674236,0.07765133
1,0.08286243,0.046514176,0.056026477,0.08940635,0.07697564,0.05888551,0.0626647,0.062190022,0.061954528,0.061884474,0.06338456,0.06422568,0.05986865,0.079879105,0.08273082,0.069273,0.0602347,0.06084297,0.06324671,0.0600059,0.06218082,0.06184598,0.059915118,0.06004938,0.06937171,0.05630309,0.06519572,0.057498943,0.05968956,0.06170188,0.0704735,0.070807,0.066164315,0.06951207,0.06529373,0.069045335
2,0.08315336,0.056026477,0.042799205,0.09032172,0.08032108,0.06487683,0.06617084,0.071165524,0.0710279,0.07085426,0.06952057,0.07229218,0.06778322,0.082633555,0.0831469,0.07537028,0.06451909,0.06603043,0.069410965,0.067496404,0.06909697,0.06763895,0.06720364,0.066671796,0.07644913,0.06247897,0.07234775,0.06380536,0.0675457,0.070106,0.078027464,0.07827114,0.07375738,0.07707844,0.07100398,0.07357953
3,0.09017679,0.08940635,0.09032172,0.028072663,0.08259327,0.07513403,0.07866816,0.07639565,0.0775805,0.076415196,0.076513685,0.07883475,0.07316755,0.09981606,0.098885775,0.07786824,0.07150636,0.07102635,0.07241982,0.07117926,0.070437595,0.073035285,0.073015004,0.07261886,0.081325084,0.070059955,0.07459308,0.070373885,0.0693208,0.07661729,0.082969904,0.07817799,0.07913672,0.08080887,0.07737356,0.07875463
4,0.082867384,0.07697564,0.08032108,0.08259327,0.016097058,0.06683943,0.070992,0.0665241,0.070185386,0.06733501,0.06631011,0.0676431,0.06556572,0.09131054,0.09247998,0.06905832,0.06013303,0.062141847,0.064731576,0.062579535,0.06406354,0.06559656,0.06599595,0.06560992,0.0727845,0.06116314,0.06951629,0.062378254,0.06482085,0.06801019,0.07769955,0.07342311,0.072569355,0.0739341,0.06963483,0.07107704
7,0.07177125,0.05888551,0.06487683,0.07513403,0.06683943,0.026352905,0.04655618,0.037508033,0.04622446,0.043796677,0.046331994,0.040310103,0.039867807,0.0716137,0.07302197,0.059158772,0.049943294,0.04838437,0.049990274,0.048087455,0.051517874,0.05112391,0.052818615,0.051170252,0.059008952,0.045901526,0.05463295,0.048407327,0.048479736,0.05438261,0.06348207,0.06093676,0.05833285,0.06259132,0.057693332,0.05859626
8,0.0754212,0.0626647,0.06617084,0.07866816,0.070992,0.04655618,0.026232267,0.04586683,0.047683872,0.047552466,0.053380474,0.05124486,0.04840079,0.07611698,0.076430485,0.06352212,0.053225353,0.054138694,0.056037206,0.052718043,0.056733187,0.054720502,0.055430457,0.05698418,0.0636665,0.050206605,0.05872312,0.05249165,0.054442868,0.059016995,0.0651683,0.06462313,0.060891174,0.06593416,0.060141232,0.06264726
9,0.07229682,0.062190022,0.071165524,0.07639565,0.0665241,0.037508033,0.04586683,0.024966378,0.038383678,0.040339842,0.036731374,0.035266194,0.032805562,0.07479027,0.07440979,0.05890467,0.048342105,0.04737585,0.04906517,0.045752294,0.04998243,0.04780725,0.050392117,0.05010125,0.058124766,0.043652415,0.053144414,0.045820117,0.045740403,0.05044287,0.060972128,0.059649006,0.05586602,0.05995412,0.05500674,0.05819987
10,0.07750001,0.061954528,0.0710279,0.0775805,0.070185386,0.04622446,0.047683872,0.038383678,0.025262967,0.044999957,0.045655817,0.045906216,0.043176368,0.077484034,0.077450104,0.06072719,0.051662937,0.051762447,0.05364068,0.050369523,0.05340976,0.052384872,0.053041838,0.053660423,0.062222417,0.04686504,0.05539639,0.048864465,0.050061453,0.05522091,0.064178444,0.06332267,0.057665635,0.062561795,0.059180923,0.06133183
