,0,1,2,3,4,5,6,7
0,0,0.65228635,0.99620265,0.96036524,0.7463325,0.97787654,0.68246275,0.7634106
1,0.65228635,0,0.88887566,0.8530378,0.6390053,0.8705492,0.15758905,0.4881102
2,0.99620265,0.88887566,0,0.9345855,0.79039216,0.95209676,0.9190522,1
3,0.96036524,0.8530378,0.9345855,0,0.7545547,0.40429106,0.8832142,0.9641621
4,0.7463325,0.6390053,0.79039216,0.7545547,0,0.7720661,0.6691819,0.7501297
5,0.97787654,0.8705492,0.95209676,0.40429106,0.7720661,0,0.9007256,0.98167354
6,0.68246275,0.15758905,0.9190522,0.8832142,0.6691819,0.9007256,0,0.51828676
7,0.7634106,0.4881102,1,0.9641621,0.7501297,0.98167354,0.51828676,0
